KeyValue	PolygonCode	Date	Precipitation	TMean	TMax	TMin	RelativeHumidityMean	Irradiation 	       WindSpeed	DAS
ClimateID0	12345	26/06/2011	0.1	19.46	25.15	14.66	83.09	23.97	1.19	
ClimateID0	12345	27/06/2011	0	22.58	30.99	13.8	72.96	29.58	2.35	
ClimateID0	12345	28/06/2011	0	25.55	32.08	19.52	62.53	27.07	2.59	
ClimateID0	12345	29/06/2011	11.5	18.58	23.3	15.01	88.98	7.05	2.38	
ClimateID0	12345	30/06/2011	0.1	15.12	19.64	11.47	72.91	21.68	2.28	
ClimateID0	12345	01/07/2011	2.7	13.19	18.59	9.81	77.62	20.30	2.36	
ClimateID0	12345	02/07/2011	0.6	13.2	18.04	8.85	75.25	18.45	2.47	
ClimateID0	12345	03/07/2011	0	14.18	18.92	10.68	72.53	20.17	2.69	
ClimateID0	12345	04/07/2011	0	13.34	19.05	9.56	86	11.32	1.44	
ClimateID0	12345	05/07/2011	0	17.93	26.71	7.78	74	27.36	1.02	
ClimateID0	12345	06/07/2011	1.1	19.06	24.38	13.18	64.89	20.17	2.22	
ClimateID0	12345	07/07/2011	0.1	18.78	23.64	12.82	63.56	23.29	2.71	
ClimateID0	12345	08/07/2011	0.5	18.59	22.98	13.98	60.3	23.01	3.1	
ClimateID0	12345	09/07/2011	0	19.26	25.63	13.06	59.88	20.39	2.89	
ClimateID0	12345	10/07/2011	0.3	18.09	23.07	13.11	69.69	15.55	0.97	
ClimateID0	12345	11/07/2011	0	18.8	25.74	11.13	70.17	22.72	0.92	
ClimateID0	12345	12/07/2011	0.4	19.37	27.25	10.17	73.1	18.87	2.04	
ClimateID0	12345	13/07/2011	0.2	14.83	18.42	11.86	93.06	5.66	2.91	
ClimateID0	12345	14/07/2011	0	14.22	17.78	12.16	71.18	17.89	4.59	
ClimateID0	12345	15/07/2011	0	17.15	23.18	11.3	55.96	27.10	3.21	
ClimateID0	12345	16/07/2011	0	18.96	24.67	11.39	54.48	13.91	3.73	
ClimateID0	12345	17/07/2011	3.5	16.89	20.04	13.87	74.57	15.12	2.89	
ClimateID0	12345	18/07/2011	0.3	16.08	19.78	13.08	68.87	20.09	3.56	
ClimateID0	12345	19/07/2011	0.9	15.89	22.76	10.63	78.45	15.02	2	
ClimateID0	12345	20/07/2011	0.5	16.08	20.68	12.45	86.1	11.12	1.76	
ClimateID0	12345	21/07/2011	0	15.88	20.64	10.9	81.72	14.04	1.24	
ClimateID0	12345	22/07/2011	0	15.18	18.34	12.71	76.88	11.29	2.59	
ClimateID0	12345	23/07/2011	0	12.77	15.32	10.04	78.19	9.39	2.71	
ClimateID0	12345	24/07/2011	0.4	12.32	15.53	9.69	87.24	7.57	2.38	
ClimateID0	12345	25/07/2011	7.7	15.54	21.39	7.81	77.47	17.44	1.18	
ClimateID0	12345	26/07/2011	0.9	15.84	21.14	13.37	88.69	12.24	1.32	
ClimateID0	12345	27/07/2011	8.8	16.3	21.84	14.16	91.24	11.70	1.05	
ClimateID0	12345	28/07/2011	1.2	16.38	21.39	13.81	92.2	9.90	0.7	
ClimateID0	12345	29/07/2011	0	16.07	19.56	13.69	85.7	10.52	2.25	
ClimateID0	12345	30/07/2011	1.4	13.74	15.79	12.2	87.3	6.53	2.58	
ClimateID0	12345	31/07/2011	0	13.36	15.49	8.37	81.24	7.34	1.64	
ClimateID0	12345	01/08/2011	0	15.38	24.25	5.51	75.7	24.91	1.29	
ClimateID0	12345	02/08/2011	0	20.18	28.24	11.24	69.46	24.58	2.09	
ClimateID0	12345	03/08/2011	4.8	18.93	23.03	16.05	84.8	8.26	1.75	
ClimateID0	12345	04/08/2011	1	21.11	27.23	13.29	74.97	20.70	1.55	
ClimateID0	12345	05/08/2011	2.5	19.86	23.96	16.84	82.78	17.47	1.36	
ClimateID0	12345	06/08/2011	6.6	18.84	24.61	15.27	92.33	6.98	1.51	
ClimateID0	12345	07/08/2011	0.7	17.19	21.66	13.12	69.02	20.71	2.79	
ClimateID0	12345	08/08/2011	5.4	14.92	19.07	12.2	75.31	12.53	3.41	
ClimateID0	12345	09/08/2011	9.8	13.93	17.42	11.58	77.93	11.94	3.5	
ClimateID0	12345	10/08/2011	0	15.53	21.34	9.85	61.97	19.57	2.7	
ClimateID0	12345	11/08/2011	0	19.92	24.83	15.17	47.56	18.90	2.8	
ClimateID0	12345	12/08/2011	3	17.64	20.26	14.81	83.72	8.26	1.29	
ClimateID0	12345	13/08/2011	0	18.77	23.52	15.52	80.21	10.11	1.45	
ClimateID0	12345	14/08/2011	11.1	17.95	21.09	13.43	88.71	8.03	2.25	
ClimateID0	12345	15/08/2011	0	16.76	22.03	11.47	77.98	19.13	1.44	
ClimateID0	12345	16/08/2011	0.9	17.14	22.75	12.32	78.44	14.26	0.97	
ClimateID0	12345	17/08/2011	0	19.96	26.42	14.45	71.93	19.50	1.3	
ClimateID0	12345	18/08/2011	6.7	21.23	30.08	13.38	78.49	18.80	1.48	
ClimateID0	12345	19/08/2011	7.3	17.5	20.01	12.01	87.73	9.14	2.13	
ClimateID0	12345	20/08/2011	0	18.56	27.25	11.41	72.29	23.00	1.31	
ClimateID0	12345	21/08/2011	0	21.55	30.13	13.41	72.68	12.10	2.19	
ClimateID0	12345	22/08/2011	0	20.61	25.52	15.77	82.96	15.69	1.37	
ClimateID0	12345	23/08/2011	1.4	21.12	28.56	15.35	83.05	18.46	1.39	
ClimateID0	12345	24/08/2011	0.3	19.72	26.6	14.29	82.3	10.45	1.56	
ClimateID0	12345	25/08/2011	12.6	18.28	25.57	12.12	89.17	16.40	1.6	
ClimateID0	12345	26/08/2011	7.3	20.08	28.71	14.85	85.88	13.43	2.43	
ClimateID0	12345	27/08/2011	8.2	14.63	18.52	12.59	85.67	11.19	1.96	
ClimateID0	12345	28/08/2011	0	14.73	19.05	10.87	70.51	13.69	2.65	
ClimateID0	12345	29/08/2011	0	13.81	17.81	8.97	70.57	13.23	2.47	
ClimateID0	12345	30/08/2011	0	12.6	17.28	8.43	72.97	10.17	1.57	
ClimateID0	12345	31/08/2011	0	12.6	20.23	5.24	78.66	18.05	0.84	
ClimateID0	12345	01/09/2011	0	13.66	21.7	5.84	80.13	18.54	1	
ClimateID0	12345	02/09/2011	1.8	17.92	27.29	10.11	81.68	14.19	1.49	
ClimateID0	12345	03/09/2011	0.1	22.22	29.84	15.45	73.33	17.09	1.64	
ClimateID0	12345	04/09/2011	1.5	21.1	25.87	16.91	83.27	9.24	1.89	
ClimateID0	12345	05/09/2011	0.3	16.47	20.64	11.53	66.72	14.99	3.1	
ClimateID0	12345	06/09/2011	0	16.02	19.68	12.28	65.73	10.46	3.87	
ClimateID0	12345	07/09/2011	2	15.38	17.81	12.86	68.71	8.57	4.37	
ClimateID0	12345	08/09/2011	3.4	14.26	16.08	11.86	79.99	4.05	3.17	
ClimateID0	12345	09/09/2011	1.3	17.33	20.29	14.01	91.46	6.18	1.16	
ClimateID0	12345	10/09/2011	0	21.94	28.33	15.73	79.95	15.68	2.35	
ClimateID0	12345	11/09/2011	11.3	18.12	24.84	13.11	84.24	3.04	2.24	
ClimateID0	12345	12/09/2011	0	17.16	23.06	11.56	76.75	14.28	3.52	
ClimateID0	12345	13/09/2011	0	17.16	20.52	13.55	70.21	10.38	2.53	
ClimateID0	12345	14/09/2011	0	14.39	19.06	9.13	64.83	15.40	2.65	
ClimateID0	12345	15/09/2011	0	13.83	19.52	7.91	75.2	14.73	1.41	
ClimateID0	12345	16/09/2011	0.1	13.43	20.5	4.78	79.97	11.03	1.91	
ClimateID0	12345	17/09/2011	0	16.62	20.5	11.73	74.17	12.01	2.29	
ClimateID0	12345	18/09/2011	3.1	12.91	15.88	10.8	78.53	8.84	2.39	
ClimateID0	12345	19/09/2011	0.8	12.84	17.22	10.07	78.5	11.19	1.87	
ClimateID0	12345	20/09/2011	0	14.12	17.81	7.95	78.17	6.26	2.05	
ClimateID0	12345	21/09/2011	0	15.69	19.69	13.08	74.06	7.30	1.71	
ClimateID0	12345	22/09/2011	0	15.02	18.43	10.48	71.21	10.28	2.16	
ClimateID0	12345	23/09/2011	0	13.79	19.57	8.1	76.44	12.84	1.09	
ClimateID0	12345	24/09/2011	0	13.37	22.89	5.27	77.93	14.41	1.84	
ClimateID0	12345	25/09/2011	0	15.73	24.71	7.92	78.53	13.92	1.31	
ClimateID0	12345	26/09/2011	0	18.25	25.89	11.71	73.48	11.52	1.67	
ClimateID0	12345	27/09/2011	0	16.88	23.67	10.6	83.07	12.55	1.06	
ClimateID0	12345	28/09/2011	0	16.42	24.86	9.32	83.71	13.28	1.49	
ClimateID0	12345	29/09/2011	0	16.88	24.79	10.53	81.99	13.60	1.86	
ClimateID0	12345	30/09/2011	0.1	16.54	25.61	8.49	72.81	13.57	1.88	
ClimateID0	12345	01/10/2011	0	16.1	26.53	7.78	75.42	13.16	1.07	
ClimateID0	12345	02/10/2011	0	16.19	26.13	7.81	78.73	12.80	0.89	
ClimateID0	12345	03/10/2011	0	16.97	25.84	8.68	71.4	12.46	1.12	
ClimateID0	12345	04/10/2011	0	18.03	22.22	13.7	67.1	8.47	2.55	
ClimateID0	12345	05/10/2011	2.2	16.83	20.49	14.22	78.49	5.64	2.16	
ClimateID0	12345	06/10/2011	5	14.34	19.54	8.39	73.15	6.70	3.59	
ClimateID0	12345	07/10/2011	7.1	9.4	12.56	6.39	79.18	8.46	3.96	
ClimateID0	12345	08/10/2011	12.8	8.86	11.84	6.42	85.38	6.80	3.26	
ClimateID0	12345	09/10/2011	2.5	9.46	14.53	5.5	87.13	9.14	2.05	
ClimateID0	12345	10/10/2011	0.3	17.09	20.47	13.78	80.04	9.60	3.94	
ClimateID0	12345	11/10/2011	0	15.87	17.97	14.18	77.73	6.30	4.63	
ClimateID0	12345	12/10/2011	5.8	14.42	16.5	10.85	88.38	1.88	2.75	
ClimateID0	12345	13/10/2011	0.2	10.12	14.63	3.62	87	9.03	1.16	
ClimateID0	12345	14/10/2011	0.2	6.27	14.13	0.14	79.18	11.09	1.41	
ClimateID0	12345	15/10/2011	0	6.26	12.93	0.49	75.12	11.10	2.15	
ClimateID0	12345	16/10/2011	0	7.2	14.1	-0.89	74.5	10.79	2.13	
ClimateID0	12345	17/10/2011	0	8.76	15.08	2.82	85.1	7.91	1.5	
ClimateID0	12345	18/10/2011	2.9	9.42	15.18	5.66	85.07	2.46	2.77	
ClimateID0	12345	19/10/2011	0	8.43	12.39	5.32	75.02	7.29	2.6	
ClimateID0	12345	20/10/2011	0	5.58	10.38	-0.87	81.51	7.88	1.64	
ClimateID0	12345	21/10/2011	0.1	3.42	11.53	-2.43	84.87	8.49	1.42	
ClimateID0	12345	22/10/2011	0.1	4.73	11.38	-0.48	77.23	9.57	3.14	
ClimateID0	12345	23/10/2011	0	6.24	12.06	1.49	74.67	9.36	2.95	
ClimateID0	12345	24/10/2011	0	6.32	10.32	2.58	79.2	7.23	4.47	
ClimateID0	12345	25/10/2011	0	9.95	12.24	8.21	67.81	4.81	3.8	
ClimateID0	12345	26/10/2011	0	9.81	14.36	3.32	74.46	7.39	2.3	
ClimateID0	12345	27/10/2011	0.1	8.31	12.66	3.95	86.29	7.04	3.62	
ClimateID0	12345	28/10/2011	0	11.9	19.03	7.03	82.06	6.52	1.7	
ClimateID0	12345	29/10/2011	0	12.3	16.26	10.71	85.93	3.63	2.12	
ClimateID0	12345	30/10/2011	2.5	12.96	17.15	8.63	92.96	3.62	1.17	
ClimateID0	12345	31/10/2011	0	10.38	16.93	4.83	93.78	5.75	1.52	
ClimateID0	12345	01/11/2011	0.1	10.87	15.68	6.53	90.53	7.13	2.52	
ClimateID0	12345	02/11/2011	0.1	11.02	13.7	8.14	90.95	4.24	2.53	
ClimateID0	12345	03/11/2011	0	12.7	16.87	10.11	77.11	2.48	3.99	
ClimateID0	12345	04/11/2011	0.5	12.31	17.35	9.2	76.29	5.80	3.31	
ClimateID0	12345	05/11/2011	0	11.87	16.61	6.98	76.93	5.29	2.37	
ClimateID0	12345	06/11/2011	0	8.69	11.67	4.54	96.8	3.27	2.05	
ClimateID0	12345	07/11/2011	0	7.76	8.9	5.3	96.18	1.35	1.49	
ClimateID0	12345	08/11/2011	0	7.32	12.27	2.23	92.67	5.39	1.65	
ClimateID0	12345	09/11/2011	0.1	6.13	10.12	3.53	96.1	5.37	3.24	
ClimateID0	12345	10/11/2011	0.1	5.42	7.18	3.52	97.54	3.68	3.95	
ClimateID0	12345	11/11/2011	0	6.68	9.38	3.94	85.31	1.97	4.34	
ClimateID0	12345	12/11/2011	0	4.96	8.54	1.75	90.35	5.25	3.61	
ClimateID0	12345	13/11/2011	0	5.4	8.93	2.82	92.75	3.83	2.87	
ClimateID0	12345	14/11/2011	0.1	2.73	7.92	-0.65	86.9	5.36	2.7	
ClimateID0	12345	15/11/2011	0.1	1.57	7.27	-2.65	87.35	5.20	2.64	
ClimateID0	12345	16/11/2011	0	2.03	6.79	-1.03	81.64	5.19	2.71	
ClimateID0	12345	17/11/2011	0.1	3.2	8.57	-1.2	89.65	3.70	2.96	
ClimateID0	12345	18/11/2011	0	6.81	9.63	3.82	95.82	1.58	2.03	
ClimateID0	12345	19/11/2011	0	7.46	11.95	4.79	87.58	4.67	2.92	
ClimateID0	12345	20/11/2011	0	8	12.38	4.88	81.84	2.53	2.27	
ClimateID0	12345	21/11/2011	0	5.4	10.57	1.8	88.79	4.64	2.95	
ClimateID0	12345	22/11/2011	0	4.71	10.9	0.93	93.96	3.46	2.05	
ClimateID0	12345	23/11/2011	0	7.27	12.02	3.83	94.51	2.29	1.41	
ClimateID0	12345	24/11/2011	0	5.68	8.16	2.35	96.82	3.61	2.14	
ClimateID0	12345	25/11/2011	0.1	4.17	9.85	-0.8	86.37	3.73	3.12	
ClimateID0	12345	26/11/2011	0	6.98	10.43	3.84	81.94	3.90	3.1	
ClimateID0	12345	27/11/2011	0	7.66	11.01	2.51	81.57	2.14	3.13	
ClimateID0	12345	28/11/2011	0	3.21	8.93	-1.5	88.91	4.49	1.61	
ClimateID0	12345	29/11/2011	0.2	4.72	9.6	-0.8	87.19	3.09	2.67	
ClimateID0	12345	30/11/2011	0	7.22	10.89	0.95	79.26	3.83	2.33	
ClimateID0	12345	01/12/2011	0.1	8.2	12.02	0.02	85.36	2.72	3.94	
ClimateID0	12345	02/12/2011	2.3	7.86	12.64	2.82	81.92	1.40	3.64	
ClimateID0	12345	03/12/2011	1.3	6.73	9.15	3.33	82.26	1.26	5.26	
ClimateID0	12345	04/12/2011	14	7.8	9.47	6.01	86.64	1.52	2.56	
ClimateID0	12345	05/12/2011	4.7	4.42	6.35	1.53	79.58	4.16	4.45	
ClimateID0	12345	06/12/2011	0.1	4.16	6.76	1.91	72.5	4.31	3.75	
ClimateID0	12345	07/12/2011	12.4	5.04	8.39	2.44	80.82	1.77	5.11	
ClimateID0	12345	08/12/2011	0.2	6.02	9.87	3	74.2	1.91	5.75	
ClimateID0	12345	09/12/2011	6.1	6.41	10.87	2.68	71.24	4.11	4.74	
ClimateID0	12345	10/12/2011	0	3.29	5.87	0.96	73.14	4.27	3.12	
ClimateID0	12345	11/12/2011	0	2.08	5.26	-1.07	78.55	2.93	2.42	
ClimateID0	12345	12/12/2011	2.6	6.06	9	3.61	83.51	2.09	3.22	
ClimateID0	12345	13/12/2011	2.7	6.67	10.67	4.68	77.78	2.46	6.12	
ClimateID0	12345	14/12/2011	8.8	5.86	8.66	2.84	79.74	1.89	4.72	
ClimateID0	12345	15/12/2011	0.6	4.91	6.97	1.66	78	2.98	3.97	
ClimateID0	12345	16/12/2011	17.4	5.06	11.15	1.92	86.05	1.55	6.13	
ClimateID0	12345	17/12/2011	1.2	2.95	5.61	1.24	85.32	2.60	3.92	
ClimateID0	12345	18/12/2011	4	1.59	3.77	-0.66	87.53	2.44	2.94	
ClimateID0	12345	19/12/2011	0	1.37	4.18	-0.42	81.64	1.99	2.02	
ClimateID0	12345	20/12/2011	4.7	3.14	6.16	-0.01	87.3	1.08	4.17	
ClimateID0	12345	21/12/2011	0.2	4.35	5.3	3.43	86.07	1.08	2.14	
ClimateID0	12345	22/12/2011	14.3	7.09	9.3	3.17	96.78	0.61	2.41	
ClimateID0	12345	23/12/2011	0	8.52	10.1	6.71	90.18	1.62	2.4	
ClimateID0	12345	24/12/2011	5.6	5.08	7.69	2.78	85.11	2.00	4.34	
ClimateID0	12345	25/12/2011	0	6.65	9.29	3.86	82.94	1.84	2.97	
ClimateID0	12345	26/12/2011	0	9.22	10.53	8.07	86.68	0.99	2.14	
ClimateID0	12345	27/12/2011	0	7.77	9.53	6.13	89.47	0.77	1.05	
ClimateID0	12345	28/12/2011	0	5.95	7.27	4.14	85.57	3.24	3.04	
ClimateID0	12345	29/12/2011	1.7	5.26	6.42	4.04	76.35	2.27	4.55	
ClimateID0	12345	30/12/2011	7.7	3.52	5.59	0.81	85.49	1.40	4.49	
ClimateID0	12345	31/12/2011	4.1	5.91	10.66	1.38	91.82	1.15	2.35	
ClimateID0	12345	01/01/2012	1.7	11.83	13.94	9.44	86.64	2.66	3.41	
ClimateID0	12345	02/01/2012	13.4	8.01	13.24	3.07	87.36	1.59	2.66	
ClimateID0	12345	03/01/2012	3.4	6.88	10.84	3.74	79.67	3.13	6.1	
ClimateID0	12345	04/01/2012	0.3	6.13	7.98	5.01	70.88	2.41	5.28	
ClimateID0	12345	05/01/2012	18	6.45	10.11	1.94	81.24	1.07	6.93	
ClimateID0	12345	06/01/2012	2.7	4.69	6.56	2.51	84.71	1.87	5.22	
ClimateID0	12345	07/01/2012	7.1	5.61	8.76	2.23	83.69	1.36	4.3	
ClimateID0	12345	08/01/2012	0.8	5.69	7	4.53	85.41	2.03	4.06	
ClimateID0	12345	09/01/2012	1.6	6.69	8.74	4.73	89.76	1.53	2.64	
ClimateID0	12345	10/01/2012	0.3	6.97	8.53	2.85	91.07	1.81	1.66	
ClimateID0	12345	11/01/2012	0	8.29	10.22	7.31	78.21	2.38	2.25	
ClimateID0	12345	12/01/2012	2.3	7.61	10.18	4.8	84.76	3.31	3.38	
ClimateID0	12345	13/01/2012	0	4.3	5.43	3.17	80.75	2.57	3.99	
ClimateID0	12345	14/01/2012	0	3.12	5.23	0.39	81.91	3.42	2.35	
ClimateID0	12345	15/01/2012	0	-0.61	0.74	-3.04	98.25	2.85	1.13	
ClimateID0	12345	16/01/2012	0.1	-1.58	2.69	-3.79	87.71	4.59	1.74	
ClimateID0	12345	17/01/2012	0	-0.84	5.61	-4.41	80.76	4.78	1.29	
ClimateID0	12345	18/01/2012	0.9	1.65	5.3	-2.81	78.43	3.91	2.14	
ClimateID0	12345	19/01/2012	10.4	7.27	11.59	4.29	89.59	1.02	3.83	
ClimateID0	12345	20/01/2012	6.8	3.61	6.42	1.71	86.56	1.46	4.58	
ClimateID0	12345	21/01/2012	8.9	5.68	9.91	1.13	89.31	1.16	4.08	
ClimateID0	12345	22/01/2012	1.1	6.33	8.56	4.97	75.69	1.27	6.08	
ClimateID0	12345	23/01/2012	1.7	4.9	6.47	1.48	82.54	2.89	3.39	
ClimateID0	12345	24/01/2012	3.7	2.75	4.99	0.18	90.34	3.23	2.24	
ClimateID0	12345	25/01/2012	0.1	0.83	2.56	-0.64	94.29	4.06	3.03	
ClimateID0	12345	26/01/2012	0.2	1.57	3.43	0.18	86.24	3.86	4.77	
ClimateID0	12345	27/01/2012	0.3	2.89	7.69	-0.44	87.85	5.54	2.29	
ClimateID0	12345	28/01/2012	0.1	0.66	2.3	-1.71	91.67	2.67	1.53	
ClimateID0	12345	29/01/2012	0	-0.49	1.12	-1.57	84.45	0.92	1.93	
ClimateID0	12345	30/01/2012	0	-1.06	-0.23	-1.9	87.56	1.12	1.93	
ClimateID0	12345	31/01/2012	0.1	-1.92	-0.07	-5.23	67.95	5.91	2.21	
ClimateID0	12345	01/02/2012	0	-5.74	-1.18	-9.41	61.19	6.43	2.35	
ClimateID0	12345	02/02/2012	0	-7.57	-2.3	-12.06	51.14	7.05	2.08	
ClimateID0	12345	03/02/2012	0	-9.74	-4.79	-14.5	67.65	5.90	1.22	
ClimateID0	12345	04/02/2012	0	-9.93	-4.59	-14.13	77.14	6.80	0.9	
ClimateID0	12345	05/02/2012	0	-9.24	-4.55	-12.46	65.62	7.34	2.69	
ClimateID0	12345	06/02/2012	0	-9.74	-5.12	-13.2	63.83	7.48	1.83	
ClimateID0	12345	07/02/2012	0	-11.2	-5.35	-17.7	68.84	6.61	1.61	
ClimateID0	12345	08/02/2012	0	-6.18	-1.39	-9.33	68.68	6.37	1.5	
ClimateID0	12345	09/02/2012	0	-7.74	-3.8	-12.82	89.73	2.35	1.78	
ClimateID0	12345	10/02/2012	0	-6.02	-1.92	-10.57	72.79	7.88	1.67	
ClimateID0	12345	11/02/2012	0	-9.36	-3.23	-14.99	70.22	8.17	1.37	
ClimateID0	12345	12/02/2012	0	-7.85	-3.15	-14.11	73.73	5.41	1.06	
ClimateID0	12345	13/02/2012	0.1	-0.49	1.71	-3.78	87.82	1.63	1.32	
ClimateID0	12345	14/02/2012	2.9	1.46	3.43	0.08	96.52	1.51	2.02	
ClimateID0	12345	15/02/2012	3.7	3.03	4.56	1.34	93.47	2.03	5.33	
ClimateID0	12345	16/02/2012	1.5	3.14	5.56	0.83	96.72	2.52	2.2	
ClimateID0	12345	17/02/2012	0.3	5.35	6.77	3.19	91.42	2.39	2.49	
ClimateID0	12345	18/02/2012	0	6.53	8.62	4.12	85.99	2.55	2.83	
ClimateID0	12345	19/02/2012	6	2.26	7.28	-0.09	90.12	5.66	3.48	
ClimateID0	12345	20/02/2012	0	0.96	4.45	-2.19	81.21	7.45	1.17	
ClimateID0	12345	21/02/2012	2.7	3.4	7.27	-1.24	69.89	6.10	2.48	
ClimateID0	12345	22/02/2012	0	4.99	10.28	-0.32	68.56	9.62	1.59	
ClimateID0	12345	23/02/2012	0	7.61	10.41	4.64	83.16	2.70	1.99	
ClimateID0	12345	24/02/2012	0.1	9.19	13.73	3.31	90.02	4.06	2.63	
ClimateID0	12345	25/02/2012	1	7.55	10.74	4.92	87.83	6.27	2.46	
ClimateID0	12345	26/02/2012	0.8	4.83	5.83	3.72	92.41	2.00	2.61	
ClimateID0	12345	27/02/2012	0.1	6.35	9.64	2.53	81.08	6.38	1.72	
ClimateID0	12345	28/02/2012	0	8.46	10.81	6.44	90.02	6.38	1.49	
ClimateID0	12345	29/02/2012	0	8.46	10.81	6.44	90.02	2.78	1.49	
ClimateID0	12345	01/03/2012	0	9.37	13.03	6.76	95.45	5.49	0.64	
ClimateID0	12345	02/03/2012	0	8.28	9.5	7.21	99.08	3.51	0.84	
ClimateID0	12345	03/03/2012	0.2	8.46	10.41	6.8	97.98	3.31	1.57	
ClimateID0	12345	04/03/2012	0	7.71	10.03	6.78	93.58	3.08	1.9	
ClimateID0	12345	05/03/2012	0.7	8.13	10.63	5.89	92.26	3.81	1.87	
ClimateID0	12345	06/03/2012	0.8	5.32	7.97	3.04	78.14	7.53	3.98	
ClimateID0	12345	07/03/2012	0	5.04	8.48	0.15	77.52	7.73	2.51	
ClimateID0	12345	08/03/2012	5	3.04	6.79	-1.23	83.95	5.75	3.13	
ClimateID0	12345	09/03/2012	2	4.57	7.06	2.94	87.14	6.79	3.47	
ClimateID0	12345	10/03/2012	0.2	5.58	11.44	-0.67	76.8	10.97	1.32	
ClimateID0	12345	11/03/2012	0.1	8.49	10.66	6.59	86.52	2.85	1.87	
ClimateID0	12345	12/03/2012	0.1	8.69	10.28	6.96	88.94	3.90	2.42	
ClimateID0	12345	13/03/2012	0.1	7.04	8.95	5.27	96.84	3.66	2.09	
ClimateID0	12345	14/03/2012	0	7.03	7.89	5.8	89.3	2.80	1.21	
ClimateID0	12345	15/03/2012	0	6.24	9.74	1.55	81.58	7.79	1.06	
ClimateID0	12345	16/03/2012	0.1	7.74	17.02	1	79.64	14.57	2.94	
ClimateID0	12345	17/03/2012	0	13.23	21.37	3.96	55.11	14.20	2.46	
ClimateID0	12345	18/03/2012	0	11.09	15.9	6.23	74.43	9.25	2.4	
ClimateID0	12345	19/03/2012	0	8.7	10.35	5.1	80.91	3.56	2.21	
ClimateID0	12345	20/03/2012	0.7	5.8	9.56	0.97	80.82	11.27	2.08	
ClimateID0	12345	21/03/2012	0	5.74	13.01	-1.04	75.17	15.51	1	
ClimateID0	12345	22/03/2012	0	7.69	16.3	0.09	75.15	15.07	1.27	
ClimateID0	12345	23/03/2012	0	10.2	19.42	1.16	70.2	15.85	1.9	
ClimateID0	12345	24/03/2012	0	11.33	20.01	2.75	74.43	15.96	1.52	
ClimateID0	12345	25/03/2012	0	11.35	18.62	2.95	75.71	15.56	1.34	
ClimateID0	12345	26/03/2012	0	11.45	19.55	3.95	69.82	16.47	1.52	
ClimateID0	12345	27/03/2012	0	9.56	18.44	0.82	64.37	17.11	1.63	
ClimateID0	12345	28/03/2012	0	9.87	17.46	0.95	73.83	16.03	1.81	
ClimateID0	12345	29/03/2012	0	11.09	18.13	3.09	75.16	16.53	1.7	
ClimateID0	12345	30/03/2012	0.1	9.12	12.39	2.99	74.31	11.39	3.74	
ClimateID0	12345	31/03/2012	0.3	8.15	10.82	6.53	91.42	3.62	4.45	
ClimateID0	12345	01/04/2012	0.1	6.84	9.41	1.68	84.16	3.25	3.87	
ClimateID0	12345	02/04/2012	0	3.84	9.82	-2.73	70.27	18.55	2	
ClimateID0	12345	03/04/2012	0	6.35	12.65	-0.87	75.18	12.91	1.12	
ClimateID0	12345	04/04/2012	0	10.26	18.01	2.5	68.18	15.65	1.47	
ClimateID0	12345	05/04/2012	3.1	8.93	11.63	5.18	87.78	6.76	2.06	
ClimateID0	12345	06/04/2012	0.1	6.93	7.55	5.13	89.91	3.80	1.68	
ClimateID0	12345	07/04/2012	0	6.74	10.3	4.6	74.19	12.73	1.73	
ClimateID0	12345	08/04/2012	3.2	4.52	6.42	3.04	78.46	7.01	2.86	
ClimateID0	12345	09/04/2012	0	4.27	9.17	0.88	57.49	18.36	1.26	
ClimateID0	12345	10/04/2012	4.8	7.7	10.32	4.5	85.1	6.88	3.78	
ClimateID0	12345	11/04/2012	0.5	11.03	14.76	7.24	76.46	9.71	3.6	
ClimateID0	12345	12/04/2012	1.6	9.1	13.85	5.74	69.14	14.73	2.27	
ClimateID0	12345	13/04/2012	2.9	6.61	9.19	3	87.28	6.58	1.4	
ClimateID0	12345	14/04/2012	0.2	6.14	12.6	0.61	84.03	14.32	0.96	
ClimateID0	12345	15/04/2012	0	6.94	13.2	1.36	81.61	15.90	1.63	
ClimateID0	12345	16/04/2012	0	6.78	8.22	5.76	86.46	5.47	3.67	
ClimateID0	12345	17/04/2012	0	4.83	8.14	1.27	68.12	12.65	3.3	
ClimateID0	12345	18/04/2012	0	5.54	11.54	-2.69	60.23	15.18	2.9	
ClimateID0	12345	19/04/2012	1.5	7.97	13.11	3.38	76.29	15.11	3.88	
ClimateID0	12345	20/04/2012	0.2	9.04	13.12	5.96	72.91	13.03	2.93	
ClimateID0	12345	21/04/2012	0	9.05	14.18	4.3	72.88	17.39	3.05	
ClimateID0	12345	22/04/2012	2	7.9	12.03	5.15	78.78	15.60	3.03	
ClimateID0	12345	23/04/2012	1.4	7.55	12.2	4.25	76.29	14.79	3.5	
ClimateID0	12345	24/04/2012	0.2	8.43	13.05	4.55	71.85	14.83	3.27	
ClimateID0	12345	25/04/2012	1.2	8.46	12.57	5.9	84.55	13.88	3.1	
ClimateID0	12345	26/04/2012	0.3	9.58	13.35	5.69	79.3	10.42	3.6	
ClimateID0	12345	27/04/2012	2.7	11.19	15.23	8.34	75.18	16.39	5.34	
ClimateID0	12345	28/04/2012	5	12.67	17.51	10.01	74.94	12.49	2.73	
