KeyValue	PolygonCode	Date	Precipitation	TMean	TMax	TMin	RelativeHumidityMean	Irradiation 	       WindSpeed	DAS
ClimateID0	12345	01/01/2008	0	0.63	1.68	-0.87	93.25	1.44	2.47	
ClimateID0	12345	02/01/2008	0	-1.94	-0.3	-4.7	82.45	2.59	3.38	
ClimateID0	12345	03/01/2008	0	-0.36	1.24	-2.07	67.92	2.23	5.69	
ClimateID0	12345	04/01/2008	0	1.02	1.89	-0.1	67.29	2.01	4.98	
ClimateID0	12345	05/01/2008	1.2	5.84	9.29	1.52	79.91	3.60	3.67	
ClimateID0	12345	06/01/2008	3.2	4.69	7.37	1.54	80.09	3.85	2.52	
ClimateID0	12345	07/01/2008	0.1	6.57	9.37	2.63	72.92	4.15	4.76	
ClimateID0	12345	08/01/2008	0	5.11	7.78	1.67	78.7	3.59	2.83	
ClimateID0	12345	09/01/2008	0.2	4.92	7.69	1.59	80.81	2.70	3.49	
ClimateID0	12345	10/01/2008	0.2	6.64	9.71	3.11	76.74	2.57	4.02	
ClimateID0	12345	11/01/2008	1.2	9.66	12.12	7.61	74.65	3.80	4.61	
ClimateID0	12345	12/01/2008	0.1	5.61	8.49	1.86	75.83	1.26	2.87	
ClimateID0	12345	13/01/2008	0	3.03	7.47	0.77	78.89	4.78	3.88	
ClimateID0	12345	14/01/2008	0.1	5.3	7.86	0.95	76.18	2.81	3.87	
ClimateID0	12345	15/01/2008	0	7.73	9.11	6.57	73.57	1.33	5.46	
ClimateID0	12345	16/01/2008	0	7.48	9.9	5.66	77.13	3.77	2.96	
ClimateID0	12345	17/01/2008	0.6	6.81	8.45	4.75	78.92	2.71	3.36	
ClimateID0	12345	18/01/2008	1.5	9.21	12.92	7.51	75.58	1.62	3.51	
ClimateID0	12345	19/01/2008	0.8	12.69	13.54	11.42	77.48	2.16	4.35	
ClimateID0	12345	20/01/2008	0	12.12	13.81	10.79	75.33	3.47	4.4	
ClimateID0	12345	21/01/2008	0.1	9.85	11.11	8.16	73.13	1.80	4.14	
ClimateID0	12345	22/01/2008	2.2	5.09	10.03	1.85	77.2	3.43	4	
ClimateID0	12345	23/01/2008	0	3.73	6.17	-0.89	75.93	1.77	2.63	
ClimateID0	12345	24/01/2008	1	6.47	9.63	3.89	78.95	1.23	2.9	
ClimateID0	12345	25/01/2008	0	5.47	8.98	-0.31	69.43	3.11	2.38	
ClimateID0	12345	26/01/2008	0	7.46	11.85	3.12	63.61	4.69	3.05	
ClimateID0	12345	27/01/2008	0	5.76	7.45	1.07	81.21	1.21	3.94	
ClimateID0	12345	28/01/2008	0	6.39	7.54	5.29	78.62	1.50	1.07	
ClimateID0	12345	29/01/2008	0	3.57	6.04	-0.79	79.99	2.86	1.14	
ClimateID0	12345	30/01/2008	2.4	1.22	4.06	-1.57	93.6	0.75	1.81	
ClimateID0	12345	31/01/2008	0.8	1.89	4.3	-0.32	77.6	2.91	5.46	
ClimateID0	12345	01/02/2008	0.6	4.31	6.36	2.3	75.92	1.66	4.09	
ClimateID0	12345	02/02/2008	3.4	1.97	4.06	0.02	74.17	5.46	4.42	
ClimateID0	12345	03/02/2008	0	1.48	5.55	-2.18	68.37	6.89	4.19	
ClimateID0	12345	04/02/2008	0.1	4.41	9.17	2.2	75.88	4.55	4.03	
ClimateID0	12345	05/02/2008	0.1	6.08	9.97	2.45	78.98	2.32	5.37	
ClimateID0	12345	06/02/2008	10.9	7.47	10.41	4.28	82.53	2.51	4.73	
ClimateID0	12345	07/02/2008	0	4.77	9.78	0.48	71.66	7.46	1.66	
ClimateID0	12345	08/02/2008	0	3.88	9.9	-0.4	66.67	7.65	2.77	
ClimateID0	12345	09/02/2008	0	4.71	11.41	0.99	57.31	8.18	2.56	
ClimateID0	12345	10/02/2008	0	3.27	10.84	-0.68	70.8	7.44	1.88	
ClimateID0	12345	11/02/2008	0	3.73	11.99	-1.5	79.78	8.09	1.94	
ClimateID0	12345	12/02/2008	0	3.47	11.09	-2.16	80.92	8.40	1.28	
ClimateID0	12345	13/02/2008	0	1.86	8.53	-2.2	87.12	8.29	1.64	
ClimateID0	12345	14/02/2008	0	-0.03	1.04	-1.18	98.25	1.67	1.12	
ClimateID0	12345	15/02/2008	0	1.54	5.38	-3.26	71.41	7.89	2.36	
ClimateID0	12345	16/02/2008	0	-1.72	3.11	-6.59	64	9.27	1.89	
ClimateID0	12345	17/02/2008	0	-0.2	7.66	-4.71	60.04	9.51	2	
ClimateID0	12345	18/02/2008	0	-0.09	7.36	-5.1	62.29	9.71	1.17	
ClimateID0	12345	19/02/2008	0	0.98	10.09	-5.8	64.87	9.69	1.67	
ClimateID0	12345	20/02/2008	1.3	3.41	6.06	-1.23	81.18	1.81	2.01	
ClimateID0	12345	21/02/2008	0	7.18	11.38	2.04	76.11	6.08	2.36	
ClimateID0	12345	22/02/2008	0	9.72	11.36	7.93	73.11	4.38	3.12	
ClimateID0	12345	23/02/2008	0	9.94	14.85	4.88	71.73	9.11	2.43	
ClimateID0	12345	24/02/2008	0	6.64	12.58	0.81	85.72	7.00	1.88	
ClimateID0	12345	25/02/2008	0.3	9.27	12.05	5.8	77.9	7.75	2.6	
ClimateID0	12345	26/02/2008	0.3	10.51	12.97	7.83	74.15	2.95	4.51	
ClimateID0	12345	27/02/2008	0	7.08	10.34	4.81	67.64	7.94	3.1	
ClimateID0	12345	28/02/2008	2.4	7.16	11.25	2.73	71.87	6.41	1.56	
ClimateID0	12345	29/02/2008	0	7.16	11.25	2.73	71.87	6.41	1.56	
ClimateID0	12345	01/03/2008	7.4	8.49	11.38	5.83	72.17	4.84	7.9	
ClimateID0	12345	02/03/2008	0.1	10.51	14.03	7.01	71.46	3.84	6.26	
ClimateID0	12345	03/03/2008	1	5.95	8.66	1.69	69.72	5.25	3.82	
ClimateID0	12345	04/03/2008	14.5	1.68	4.03	-0.88	86.68	6.69	2.33	
ClimateID0	12345	05/03/2008	0.2	0.37	4.39	-2.23	77.9	10.47	2.64	
ClimateID0	12345	06/03/2008	0	3.51	7.25	-1.47	73.12	5.15	1.83	
ClimateID0	12345	07/03/2008	0	6.25	9.92	3.89	79.86	5.74	1.65	
ClimateID0	12345	08/03/2008	0	5.72	10.91	0.19	72.28	12.38	1.78	
ClimateID0	12345	09/03/2008	0	7.35	9.35	4.02	70.85	4.51	3.32	
ClimateID0	12345	10/03/2008	0.5	6.69	9.83	4.6	69.69	4.75	5.3	
ClimateID0	12345	11/03/2008	1.4	7.75	12.65	4.19	76.2	8.71	5.71	
ClimateID0	12345	12/03/2008	2.6	7.64	11.71	5.25	68.6	8.17	6.42	
ClimateID0	12345	13/03/2008	0.4	7.15	10.12	5.1	68.54	9.72	4.64	
ClimateID0	12345	14/03/2008	5.3	7.79	11.42	1.73	80.76	6.40	3.52	
ClimateID0	12345	15/03/2008	0	8.26	14.46	1.64	80.92	11.37	2.7	
ClimateID0	12345	16/03/2008	13	9.18	10.91	6.55	84.81	4.58	2.52	
ClimateID0	12345	17/03/2008	1	4.27	6.72	2.13	78.98	4.55	3.68	
ClimateID0	12345	18/03/2008	0.2	3.07	6.84	-0.26	74.57	12.06	4.2	
ClimateID0	12345	19/03/2008	1.9	2.57	6.47	0.25	83.49	10.17	3.96	
ClimateID0	12345	20/03/2008	4.3	3.29	5.87	1	81.47	4.96	4.16	
ClimateID0	12345	21/03/2008	9.7	3.41	7.14	0.07	82.32	9.52	5.11	
ClimateID0	12345	22/03/2008	3.6	1.7	5.32	-0.68	88.24	7.87	2	
ClimateID0	12345	23/03/2008	0	-0.47	3.06	-3.12	68.94	15.93	2.55	
ClimateID0	12345	24/03/2008	3.1	-0.65	3.4	-3.15	85.68	6.45	2.65	
ClimateID0	12345	25/03/2008	1.3	0.24	4.26	-1.84	82.11	12.21	4.63	
ClimateID0	12345	26/03/2008	6.7	2	4.38	-0.63	89.63	3.88	1.66	
ClimateID0	12345	27/03/2008	0.2	4	7.36	1.06	91.68	6.13	2.48	
ClimateID0	12345	28/03/2008	0.4	6.67	10.9	2.05	71.53	13.94	3.97	
ClimateID0	12345	29/03/2008	0.4	8.77	12.97	5.7	59.3	18.18	4.05	
ClimateID0	12345	30/03/2008	0.1	11.45	19.05	6.64	53.07	13.86	3.78	
ClimateID0	12345	31/03/2008	0.1	9.72	13.14	5.81	69.43	10.18	1.73	
ClimateID0	12345	01/04/2008	1.8	9.19	15.08	2.58	68.73	13.82	2.93	
ClimateID0	12345	02/04/2008	0.2	8.42	10.24	6.1	74.2	7.70	4.65	
ClimateID0	12345	03/04/2008	1.4	6.08	7.86	4.52	85.79	5.00	3.46	
ClimateID0	12345	04/04/2008	0.1	7.03	9.84	4.08	81.78	8.62	1.58	
ClimateID0	12345	05/04/2008	8.7	7.04	9.87	3.2	89.23	3.39	1.72	
ClimateID0	12345	06/04/2008	4.7	3.41	7.14	0.17	82.75	10.84	2.31	
ClimateID0	12345	07/04/2008	0.1	3.51	8.43	1.14	76.57	12.17	2.47	
ClimateID0	12345	08/04/2008	0	2.91	7.17	-1.87	79.98	17.57	2.87	
ClimateID0	12345	09/04/2008	1.7	4.8	8.16	2.12	82.05	7.30	1.12	
ClimateID0	12345	10/04/2008	0	6.87	11.42	3.95	72.01	16.53	1.38	
ClimateID0	12345	11/04/2008	0	7.05	11.01	3.06	72.64	9.92	1.58	
ClimateID0	12345	12/04/2008	0.1	8.12	13.96	1.87	65.76	14.22	2.75	
ClimateID0	12345	13/04/2008	4	8.47	11.99	6.76	79.87	8.82	2.52	
ClimateID0	12345	14/04/2008	19.2	6.45	7.95	5.35	93.37	3.12	2.36	
ClimateID0	12345	15/04/2008	0.8	5.66	9.34	3.29	84.63	13.26	2.72	
ClimateID0	12345	16/04/2008	0	4.02	8.75	-0.05	76.15	16.02	1.74	
ClimateID0	12345	17/04/2008	0.1	4.42	11.06	-2.32	68.9	19.39	1.55	
ClimateID0	12345	18/04/2008	0	7.12	13.98	-0.58	63.88	16.18	2.56	
ClimateID0	12345	19/04/2008	0	6.83	8.73	3.23	83.57	5.21	2.67	
ClimateID0	12345	20/04/2008	0	9.81	15.63	6.36	80.13	17.90	3.56	
ClimateID0	12345	21/04/2008	0	11.09	17.34	2.76	69.6	16.07	2.42	
ClimateID0	12345	22/04/2008	0	10.47	13.24	6.57	72.52	9.19	1.68	
ClimateID0	12345	23/04/2008	0	11.21	18.14	3.23	70.75	19.40	2.56	
ClimateID0	12345	24/04/2008	1	12.68	17.5	8.5	72.89	19.50	1.62	
ClimateID0	12345	25/04/2008	0	11	15.45	5.74	69.6	16.76	2.53	
ClimateID0	12345	26/04/2008	0	12.55	19.2	5.29	64.15	19.64	1.62	
ClimateID0	12345	27/04/2008	0	13.85	19.67	6.88	54.3	21.78	3.55	
ClimateID0	12345	28/04/2008	11.7	12.52	16.71	8.56	76.19	4.56	2.29	
ClimateID0	12345	29/04/2008	0	11.2	15.52	7.92	68.96	17.63	2.48	
ClimateID0	12345	30/04/2008	0	11.86	17.11	8.28	61.52	17.55	3.88	
ClimateID0	12345	01/05/2008	0	10.38	15.46	6.48	67.12	19.55	3.4	
ClimateID0	12345	02/05/2008	1.2	10.63	15.32	5.56	74.31	13.96	1.39	
ClimateID0	12345	03/05/2008	0	11.75	19.09	3.18	67.21	24.91	1.79	
ClimateID0	12345	04/05/2008	0	13.54	20.28	5.95	56.2	25.71	2.16	
ClimateID0	12345	05/05/2008	0	13.26	20.61	3.59	58.39	25.01	2.3	
ClimateID0	12345	06/05/2008	0	15.19	22.98	5.57	65.02	24.36	2.1	
ClimateID0	12345	07/05/2008	0	15.5	22.3	7.33	61.75	26.20	2.13	
ClimateID0	12345	08/05/2008	0	15.53	23.16	6.54	57.99	26.64	2.4	
ClimateID0	12345	09/05/2008	0	16.2	24.62	6.25	57.46	26.58	2.64	
ClimateID0	12345	10/05/2008	0	17.28	24.82	7.76	53.86	26.99	2.56	
ClimateID0	12345	11/05/2008	0	16.97	23.58	8.3	51.14	26.94	2.4	
ClimateID0	12345	12/05/2008	0	16.15	24.65	5.97	56.73	27.01	1.88	
ClimateID0	12345	13/05/2008	0	16.85	26.04	6.97	58.52	23.61	1.34	
ClimateID0	12345	14/05/2008	0	17.19	26.08	9.35	61.24	23.36	2.03	
ClimateID0	12345	15/05/2008	10.9	15.93	21.94	11.43	77.4	14.70	1.36	
ClimateID0	12345	16/05/2008	0.4	16.76	21.7	13.03	76.12	18.01	1.5	
ClimateID0	12345	17/05/2008	5.4	14.37	18.26	11.85	86.4	15.76	1.99	
ClimateID0	12345	18/05/2008	0.1	10.33	12.64	8.43	83.51	3.54	1.29	
ClimateID0	12345	19/05/2008	0	11.16	15.7	7.24	64.35	20.97	2.12	
ClimateID0	12345	20/05/2008	0	12.19	17.74	7.11	58.58	18.92	1.95	
ClimateID0	12345	21/05/2008	0	11.64	18.09	3.78	63.61	19.83	1.32	
ClimateID0	12345	22/05/2008	0	13.83	18	9.76	68.94	11.69	0.87	
ClimateID0	12345	23/05/2008	0	14.79	20.58	7.87	67.06	22.15	1.63	
ClimateID0	12345	24/05/2008	0	15.59	20.56	6.86	67.13	17.33	1.96	
ClimateID0	12345	25/05/2008	0	18.25	24.23	14.57	69.3	15.50	1.68	
ClimateID0	12345	26/05/2008	0.3	18.62	23.53	14.61	77.68	10.02	1.57	
ClimateID0	12345	27/05/2008	0	19.82	23.43	15.92	77.77	12.83	1.41	
ClimateID0	12345	28/05/2008	0	20.68	25.91	16.14	70.31	16.34	1.41	
ClimateID0	12345	29/05/2008	0	19.47	26.44	16.03	80.26	17.56	2.1	
ClimateID0	12345	30/05/2008	17.3	18.31	21.44	15.18	86.94	14.75	2.27	
ClimateID0	12345	31/05/2008	3.3	15.24	17.56	13.46	93.54	6.12	1.68	
ClimateID0	12345	01/06/2008	0	19.33	25.07	13.27	74.86	26.93	1.52	
ClimateID0	12345	02/06/2008	0.1	21.34	29.03	14.34	75.71	22.22	1.28	
ClimateID0	12345	03/06/2008	9.9	19.17	23.45	15.26	76.11	19.62	1.73	
ClimateID0	12345	04/06/2008	1.6	16.98	20.9	12.17	86.36	15.95	1.66	
ClimateID0	12345	05/06/2008	0.5	17.32	20.91	15.62	92.89	13.18	2.68	
ClimateID0	12345	06/06/2008	0.4	17.73	23.59	14.42	83.32	18.44	1.87	
ClimateID0	12345	07/06/2008	2	14.83	17.38	13.09	92.57	9.82	1.67	
ClimateID0	12345	08/06/2008	1	16.38	22.6	12.81	85.24	18.73	2.13	
ClimateID0	12345	09/06/2008	0	19.43	26.36	11.01	67.32	28.70	1.27	
ClimateID0	12345	10/06/2008	0	19.26	25.55	10.82	68.74	28.40	1.68	
ClimateID0	12345	11/06/2008	0	14.57	17.99	10.52	69.46	18.59	2.88	
ClimateID0	12345	12/06/2008	7.8	10.6	13.49	7.92	84.81	5.83	2.13	
ClimateID0	12345	13/06/2008	0	11.37	16.28	8.42	78.21	19.90	3.25	
ClimateID0	12345	14/06/2008	1	11.7	16.89	7.19	77.08	13.86	1.34	
ClimateID0	12345	15/06/2008	1.1	12.33	18.04	6.01	76.2	19.14	1.23	
ClimateID0	12345	16/06/2008	0	12.24	18.12	5.67	72.55	23.22	1.21	
ClimateID0	12345	17/06/2008	0	14.32	20.97	6.01	65.98	21.38	0.81	
ClimateID0	12345	18/06/2008	0	16.84	23.62	7.88	64.16	20.88	1.38	
ClimateID0	12345	19/06/2008	4.2	17.84	23.03	13.93	67.21	21.15	2.59	
ClimateID0	12345	20/06/2008	0	16.03	21.99	8.92	61.22	24.95	2.28	
ClimateID0	12345	21/06/2008	0.5	17.17	24.02	11.86	79.77	19.91	1.11	
ClimateID0	12345	22/06/2008	4	21.31	29.31	15.14	74.81	16.80	2.35	
ClimateID0	12345	23/06/2008	0.1	17.54	22.47	11.2	61.76	30.73	1.92	
ClimateID0	12345	24/06/2008	0	18.53	25.98	8.74	65.79	28.80	1.1	
ClimateID0	12345	25/06/2008	18.8	18.86	23.66	14.18	82.08	13.61	2.01	
ClimateID0	12345	26/06/2008	0	17.25	23.98	10.17	64.5	29.87	1.3	
ClimateID0	12345	27/06/2008	0.2	16.19	21.67	10.98	72.69	16.86	2.51	
ClimateID0	12345	28/06/2008	0	19.01	23.46	15.44	69.31	19.64	2.79	
ClimateID0	12345	29/06/2008	0	18.67	24.96	12.25	66.92	29.27	1.8	
ClimateID0	12345	30/06/2008	0	17.97	23.36	11.84	66.07	27.61	1.38	
ClimateID0	12345	01/07/2008	0	20.06	28.95	9.12	61.11	30.20	1.4	
ClimateID0	12345	02/07/2008	23.7	23.02	32.82	15.79	64.9	24.87	2.16	
ClimateID0	12345	03/07/2008	11.6	17.23	21.33	13.95	91.56	8.21	1.42	
ClimateID0	12345	04/07/2008	0	16.07	21.43	11.63	74.73	26.54	1.81	
ClimateID0	12345	05/07/2008	0.7	17.59	25.02	9.52	71.84	25.05	1.38	
ClimateID0	12345	06/07/2008	0	18.23	22.17	14.68	71.41	19.00	2.1	
ClimateID0	12345	07/07/2008	0.8	16.05	19.39	13.39	69.85	21.14	3.9	
ClimateID0	12345	08/07/2008	1.4	15.46	19.83	12.11	71.45	16.79	3.08	
ClimateID0	12345	09/07/2008	4.1	15.28	19.45	11.9	77.56	12.81	2.05	
ClimateID0	12345	10/07/2008	0	20.42	25.86	14.62	67.89	21.74	2.26	
ClimateID0	12345	11/07/2008	6.9	17.22	20.71	15.56	87.32	7.94	1.4	
ClimateID0	12345	12/07/2008	2.5	15.98	20.08	13.2	77.93	17.26	2.14	
ClimateID0	12345	13/07/2008	0	14.97	19.89	9.8	69.79	19.44	1.19	
ClimateID0	12345	14/07/2008	0	15.56	21.6	7.48	69.86	26.49	1.71	
ClimateID0	12345	15/07/2008	0	18.9	25.73	10.38	65.03	28.00	1.94	
ClimateID0	12345	16/07/2008	8.1	17.79	22.57	14.76	78.31	11.41	1.95	
ClimateID0	12345	17/07/2008	1	15.04	18.82	11.87	74.67	9.86	1.22	
ClimateID0	12345	18/07/2008	0.8	15.04	18.14	12.11	82.22	7.38	1.15	
ClimateID0	12345	19/07/2008	0.5	18.03	23.34	13.6	71.99	19.56	2.83	
ClimateID0	12345	20/07/2008	0.4	14.7	20.33	9.88	73.52	15.96	2.73	
ClimateID0	12345	21/07/2008	3.4	11.96	15.92	9.05	81.55	9.85	3.5	
ClimateID0	12345	22/07/2008	9.1	13.38	18.91	10.13	86.24	9.98	2.63	
ClimateID0	12345	23/07/2008	0	15.41	22.13	7.86	79.21	21.70	1.07	
ClimateID0	12345	24/07/2008	0	17.82	25.18	8.1	67.42	26.24	1.75	
ClimateID0	12345	25/07/2008	0	20.32	27.84	11.81	68.99	24.48	1.74	
ClimateID0	12345	26/07/2008	32.4	20.02	29.11	14.96	81.75	16.88	1.45	
ClimateID0	12345	27/07/2008	1.4	20.09	27.07	14.65	85.73	20.44	1.09	
ClimateID0	12345	28/07/2008	0.1	22.19	29.74	16.25	77.72	18.84	0.92	
ClimateID0	12345	29/07/2008	5.8	20.7	25.67	16.96	83.75	15.90	1.19	
ClimateID0	12345	30/07/2008	0	21.41	28.4	14.46	77.6	23.70	1.22	
ClimateID0	12345	31/07/2008	0	23.11	30.26	16.06	70.81	24.89	2.02	
ClimateID0	12345	01/08/2008	0	21.72	25.31	14.84	67.3	14.58	1.9	
ClimateID0	12345	02/08/2008	0	19.17	24.2	13.78	67.62	14.33	2.67	
ClimateID0	12345	03/08/2008	0	20.08	25.02	15.56	71.47	16.50	2.83	
ClimateID0	12345	04/08/2008	14.1	18.46	22.05	15.43	73.4	19.98	3.2	
ClimateID0	12345	05/08/2008	0	17.06	22.54	10.82	73.33	17.39	1.17	
ClimateID0	12345	06/08/2008	0	21.95	29.65	13.79	67.51	25.54	1.48	
ClimateID0	12345	07/08/2008	1.8	20.65	27.29	16.17	75.82	16.88	2.08	
ClimateID0	12345	08/08/2008	3	17.34	22.48	15.43	81.61	14.27	2.85	
ClimateID0	12345	09/08/2008	0.1	17.13	22.37	12.52	68.83	22.26	2.06	
ClimateID0	12345	10/08/2008	0	18.34	22.31	15.56	72.13	11.23	1.74	
ClimateID0	12345	11/08/2008	0	18.24	22.71	13.14	68.18	17.30	1.77	
ClimateID0	12345	12/08/2008	0	17.89	23.72	12.95	82.75	12.17	2.57	
ClimateID0	12345	13/08/2008	0	16.59	21.64	11.2	69.07	17.13	3.06	
ClimateID0	12345	14/08/2008	0	16.43	22.43	11.66	64.04	19.74	1.94	
ClimateID0	12345	15/08/2008	0	15.05	21.9	7.74	72.35	20.71	1.59	
ClimateID0	12345	16/08/2008	0	16.09	23.15	7.3	65.24	23.31	1	
ClimateID0	12345	17/08/2008	0	17.79	24.12	10.33	61.59	17.20	2	
ClimateID0	12345	18/08/2008	0.7	19.07	25.18	13.67	70.07	12.25	2.35	
ClimateID0	12345	19/08/2008	0.1	18.76	22.32	15.99	68.97	12.79	2.73	
ClimateID0	12345	20/08/2008	1.3	16.87	20.72	14.27	72.76	11.14	2.44	
ClimateID0	12345	21/08/2008	0	18.46	23.43	13.66	64.89	17.72	2.82	
ClimateID0	12345	22/08/2008	19.6	16.19	18.84	12.95	88.69	5.42	1.11	
ClimateID0	12345	23/08/2008	0.5	13.57	17.73	10.18	81.88	13.28	2.61	
ClimateID0	12345	24/08/2008	0.5	15.27	20.43	8.73	75.03	15.26	1.53	
ClimateID0	12345	25/08/2008	0.5	15.87	20.95	13	83.12	10.04	1.4	
ClimateID0	12345	26/08/2008	0	17.78	22.96	14.01	77.86	11.31	1.27	
ClimateID0	12345	27/08/2008	0	17.75	21.46	14.33	77.86	17.54	1.48	
ClimateID0	12345	28/08/2008	0	17.03	19.63	15.45	79.78	4.11	0.99	
ClimateID0	12345	29/08/2008	0.4	17.3	21.59	11.63	81.16	11.83	1.2	
ClimateID0	12345	30/08/2008	0	17.8	25.1	10.8	79	24.21	1.4	
ClimateID0	12345	31/08/2008	0	20.7	27.7	14.5	71	22.09	1.8	
ClimateID0	12345	01/09/2008	0	18.3	22	12.6	78	11.89	0.8	
ClimateID0	12345	02/09/2008	5.4	17.3	21.1	13	78	8.50	2.2	
ClimateID0	12345	03/09/2008	9.2	13.03	16.86	10.66	87.33	5.43	1.88	
ClimateID0	12345	04/09/2008	0	13.14	17.93	7.71	73.52	13.98	2.76	
ClimateID0	12345	05/09/2008	9.7	15.49	19.08	11.97	82.52	7.49	2.68	
ClimateID0	12345	06/09/2008	0.3	16.88	18.85	14.24	74.94	5.65	2.97	
ClimateID0	12345	07/09/2008	0	15.17	18.53	12.3	77.89	15.89	3.38	
ClimateID0	12345	08/09/2008	0	15.17	20.21	10.36	72.71	12.89	1.75	
ClimateID0	12345	09/09/2008	0.1	16.5	24.53	8.1	70.27	19.21	2.07	
ClimateID0	12345	10/09/2008	0	18.49	25.18	13.98	78.54	12.79	1.52	
ClimateID0	12345	11/09/2008	0.1	17.92	24.69	13.01	87.14	14.23	1.96	
ClimateID0	12345	12/09/2008	10	14.48	16.63	12.82	95.46	2.64	1.33	
ClimateID0	12345	13/09/2008	4.1	12.19	14.35	5.67	92.48	3.38	1.37	
ClimateID0	12345	14/09/2008	0	8.9	16.25	1.7	77.77	15.71	1.36	
ClimateID0	12345	15/09/2008	0	9.06	12.53	3.2	83.4	8.03	1.03	
ClimateID0	12345	16/09/2008	0	9.63	14.13	4.84	85.89	7.15	1.05	
ClimateID0	12345	17/09/2008	0	9.16	14.01	4.35	80.26	12.54	1.34	
ClimateID0	12345	18/09/2008	0	7.59	14.19	2.96	75.38	14.04	1.64	
ClimateID0	12345	19/09/2008	0	7.93	16.32	0.27	77.39	14.59	1.2	
ClimateID0	12345	20/09/2008	0	8.66	15.81	1.07	77.76	12.55	1.03	
ClimateID0	12345	21/09/2008	0	8.43	13.44	3.78	87.9	6.07	0.9	
ClimateID0	12345	22/09/2008	0.3	10.27	13.62	6.63	89.81	6.98	1.65	
ClimateID0	12345	23/09/2008	5.9	10.95	13.57	9.17	92.31	4.92	1.65	
ClimateID0	12345	24/09/2008	0.1	11.86	15.05	9.08	92.26	6.04	0.82	
ClimateID0	12345	25/09/2008	0.1	11.38	16.14	7.17	83.21	10.71	1.43	
ClimateID0	12345	26/09/2008	0	9.46	17.4	1.97	80.33	13.95	1.1	
ClimateID0	12345	27/09/2008	0	9.12	17.67	1.7	82.42	14.77	1.21	
ClimateID0	12345	28/09/2008	0	10.73	19.38	3.22	78.78	14.39	1.17	
ClimateID0	12345	29/09/2008	0	9.83	15.52	5.22	85.21	7.00	1.6	
ClimateID0	12345	30/09/2008	1.6	10.46	12.96	6.32	81.45	3.90	2.98	
ClimateID0	12345	01/10/2008	2.8	12.55	15.72	10.41	77.9	6.60	4	
ClimateID0	12345	02/10/2008	2	9.78	13.74	6.79	74.79	12.14	2.74	
ClimateID0	12345	03/10/2008	0.2	7.81	13	4.86	77.64	10.61	2.62	
ClimateID0	12345	04/10/2008	0.2	8.5	11.84	6.33	71.6	11.30	3.23	
ClimateID0	12345	05/10/2008	0.2	10.25	12.28	7.56	74.64	3.49	6.35	
ClimateID0	12345	06/10/2008	3.8	13.69	15.4	11.96	88.41	3.97	1.65	
ClimateID0	12345	07/10/2008	0.4	14.62	17.48	11.92	84.41	6.24	1.9	
ClimateID0	12345	08/10/2008	4.8	12.81	14.88	11.06	93.96	1.56	1.84	
ClimateID0	12345	09/10/2008	0	10.4	14.64	4.92	91.32	7.42	1.46	
ClimateID0	12345	10/10/2008	0	10.61	19.07	3.83	86.63	10.64	1.31	
ClimateID0	12345	11/10/2008	0.2	12.85	18.56	7.61	87.11	10.57	1.73	
ClimateID0	12345	12/10/2008	0	13.34	20.95	8.67	87.46	11.28	1.82	
ClimateID0	12345	13/10/2008	0	14.94	22.17	8.72	82.5	8.11	1.68	
ClimateID0	12345	14/10/2008	0	13.99	17.95	10.53	83.72	4.95	1.36	
ClimateID0	12345	15/10/2008	0	13.38	15.45	9.98	80.68	2.87	2.31	
ClimateID0	12345	16/10/2008	12.6	10.3	15.11	6.35	84.65	2.69	2.32	
ClimateID0	12345	17/10/2008	0	7.71	12.56	2.73	79.07	7.04	2	
ClimateID0	12345	18/10/2008	0	6.88	14.36	2.09	81.99	7.66	1.21	
ClimateID0	12345	19/10/2008	0	8.75	16.07	2.69	77.81	9.05	1.53	
ClimateID0	12345	20/10/2008	0	11.93	18.45	3.55	75.49	9.47	2.33	
ClimateID0	12345	21/10/2008	4	11.98	16.28	8.43	85.55	2.05	2.36	
ClimateID0	12345	22/10/2008	0	8.11	11.32	5.67	82.27	4.11	1	
ClimateID0	12345	23/10/2008	0	6.37	12.23	2	83.13	9.35	1.87	
ClimateID0	12345	24/10/2008	0	9.03	12.05	3.44	79	2.96	1.54	
ClimateID0	12345	25/10/2008	0.6	9.87	13.31	5.23	88.77	4.02	1.06	
ClimateID0	12345	26/10/2008	0.4	11.43	15.03	5.07	74.02	4.43	2.39	
ClimateID0	12345	27/10/2008	13.8	9.29	12.58	4.79	88.12	3.97	1.9	
ClimateID0	12345	28/10/2008	0	5.16	8.77	0.67	85.3	4.58	0.9	
ClimateID0	12345	29/10/2008	0	3.11	9.32	-0.6	88.82	6.76	0.55	
ClimateID0	12345	30/10/2008	0.4	3.7	4.88	2.36	92.41	2.59	0.7	
ClimateID0	12345	31/10/2008	3.4	5.27	8.02	3.14	90.95	2.75	1.96	
ClimateID0	12345	01/11/2008	1.8	7.31	10.66	5.2	90.73	1.51	1.59	
ClimateID0	12345	02/11/2008	0	8.93	12.35	4.99	89.17	3.45	1.18	
ClimateID0	12345	03/11/2008	0	7.87	13	2.83	93.8	2.86	1.32	
ClimateID0	12345	04/11/2008	0.2	7.88	13.44	3.78	92.83	4.50	1.51	
ClimateID0	12345	05/11/2008	0	8.15	9.8	6.59	95.64	1.90	1.22	
