Trial;sampling date;treatment ;plot;fieldrep;position;trt_position;main crop;depth;RLDtotal_cmcm3;RLDtotal_cmcm3;RLDBP_cmcm3;RLU total;RLU bulk;RLU BP;Kästchen;Counting;EC;comment
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,04;0;0,04;;1;;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0;0;0;;0;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,08;0;0,08;;2;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,2;0;0,2;;5;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,08;0;0,08;;2;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,24;0;0,24;;6;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;90;0,16;0;0,16;;4;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0;0;0;;0;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0;0;0;;0;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,16;0;0,16;;4;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,12;0;0,12;;3;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,2;0;0,2;;5;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,08;0;0,08;;2;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,12;0;0,12;;3;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,2;0;0,2;;5;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,28;0;0,28;;7;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,12;0;0,12;;3;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;85;0,04;0;0,04;;1;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0;0;0;;0;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0;0;0;;0;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,16;0;0,16;;4;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,12;0;0,12;;3;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,2;0;0,2;;5;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,08;0;0,08;;2;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,12;0;0,12;;3;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,2;0;0,2;;5;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,28;0;0,28;;7;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,12;0;0,12;;3;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;85;0,04;0;0,04;;1;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0;0;0;;0;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0;0;0;;0;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,12;0;0,12;;3;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,28;0;0,28;;7;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,08;0;0,08;;2;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,2;0,44;0,64;;5;11;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,16;0;0,16;;4;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,36;0;0,36;;9;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,28;0;0,28;;7;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0;0;0;;0;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;80;0,04;0;0,04;;1;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0;0;0;;0;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0;0;0;;0;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,12;0;0,12;;3;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,28;0;0,28;;7;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,08;0;0,08;;2;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,2;0,44;0,64;;5;11;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,16;0;0,16;;4;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,36;0;0,36;;9;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,28;0;0,28;;7;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0;0;0;;0;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;80;0,04;0;0,04;;1;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0;0;0;;0;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,04;0;0,04;;1;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,12;0;0,12;;3;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,08;0;0,08;;2;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,08;0;0,08;;2;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,04;0;0,04;;1;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,04;0;0,04;;1;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0;0;0;;0;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,12;0;0,12;;3;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,36;0;0,36;;9;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,8;0;0,8;;20;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,2;0;0,2;;5;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0;1,12;1,12;;0;28;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,08;0;0,08;;2;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,04;0;0,04;;1;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,16;0,44;0,6;;4;11;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,08;0;0,08;;2;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,04;0;0,04;;1;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;75;0,12;0;0,12;;3;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0;0;0;;0;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,04;0;0,04;;1;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,12;0;0,12;;3;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,08;0;0,08;;2;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,08;0;0,08;;2;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,08;0;0,08;;2;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,04;0;0,04;;1;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,04;0;0,04;;1;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0;0;0;;0;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,12;0;0,12;;3;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,36;0;0,36;;9;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,8;0;0,8;;20;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,2;0;0,2;;5;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0;1,12;1,12;;0;28;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,08;0;0,08;;2;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,04;0;0,04;;1;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,16;0,44;0,6;;4;11;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,08;0;0,08;;2;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,04;0;0,04;;1;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;75;0,12;0;0,12;;3;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,24;0;0,24;;6;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,12;0;0,12;;3;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,08;0;0,08;;2;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0;0;0;;0;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,2;0;0,2;;5;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,44;0;0,44;;11;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,6;0;0,6;;15;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,4;0;0,4;;10;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,24;0;0,24;;6;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0;0;0;;0;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,12;0,64;0,76;;3;16;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,2;0,16;0,36;;5;4;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,04;0,96;1;;1;24;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0;0,24;0,24;;0;6;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0;0;0;;0;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,2;0;0,2;;5;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,08;1,28;1,36;;2;32;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,04;0;0,04;;1;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;70;0,28;0;0,28;;7;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,24;0;0,24;;6;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,12;0;0,12;;3;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,08;0;0,08;;2;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0;0;0;;0;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,2;0;0,2;;5;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,44;0;0,44;;11;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,6;0;0,6;;15;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,4;0;0,4;;10;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,24;0;0,24;;6;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0;0;0;;0;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,12;0,64;0,76;;3;16;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,2;0,16;0,36;;5;4;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,04;0,96;1;;1;24;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0;0,24;0,24;;0;6;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0;0;0;;0;;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,2;0;0,2;;5;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,08;1,28;1,36;;2;32;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,04;0;0,04;;1;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;70;0,28;0;0,28;;7;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,16;0,52;0,68;;4;13;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,32;0,8;1,12;;8;20;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,16;0,64;0,8;;4;16;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,72;0;0,72;;18;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,12;0;0,12;;3;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,16;0;0,16;;4;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,08;0;0,08;;2;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0;0;0;;0;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,52;0;0,52;;13;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,12;0;0,12;;3;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,08;0,48;0,56;;2;12;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,08;0;0,08;;2;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,04;0;0,04;;1;;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,04;0,44;0,48;;1;11;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,08;0;0,08;;2;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,08;0;0,08;;2;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0,16;0;0,16;;4;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;65;0;0;0;;0;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,16;0,52;0,68;;4;13;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,32;0,8;1,12;;8;20;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,16;0,64;0,8;;4;16;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,12;0;0,12;;3;;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,72;0;0,72;;18;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,12;0;0,12;;3;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,16;0;0,16;;4;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,08;0;0,08;;2;;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0;0;0;;0;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,52;0;0,52;;13;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,12;0;0,12;;3;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,08;0,48;0,56;;2;12;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,08;0;0,08;;2;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,04;0;0,04;;1;;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,04;0,44;0,48;;1;11;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,08;0;0,08;;2;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,08;0;0,08;;2;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0,16;0;0,16;;4;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;65;0;0;0;;0;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,24;0;0,24;;6;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,24;0;0,24;;6;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,2;0;0,2;;5;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,04;0,64;0,68;;1;16;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,52;0;0,52;;13;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,48;0;0,48;;12;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,36;0;0,36;;9;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,04;0,48;0,52;;1;12;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,12;0;0,12;;3;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,32;0;0,32;;8;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,12;0;0,12;;3;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,08;0;0,08;;2;;12;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,08;0;0,08;;2;;13;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0;0,24;0,24;;0;6;14;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,08;0,56;0,64;;2;14;15;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,92;0;0,92;;23;;16;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,16;0;0,16;;4;;17;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,04;0;0,04;;1;;18;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0;0;0;;0;;19;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;at;Control;winter wheat;60;0,08;0;0,08;;2;;20;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,24;0;0,24;;6;;1;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,24;0;0,24;;6;;2;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,2;0;0,2;;5;;3;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,04;0,64;0,68;;1;16;4;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,52;0;0,52;;13;;5;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,48;0;0,48;;12;;6;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,36;0;0,36;;9;;7;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,04;0,48;0,52;;1;12;8;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,12;0;0,12;;3;;9;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,32;0;0,32;;8;;10;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,12;0;0,12;;3;;11;1;61;
CF I-2;28.5.-7.6.2019;1;1;1;near;Control;winter wheat;60;0,08;0;0,08;;2;;12;1;61;
