date	WindgeschwindigkeitMean (m/s)	TemperaturMean (°C)	TemperaturMax (°C)	TemperaturMin (°C)	Luftfeuchte (%)	BodentemperaturMean (°C)	BlattnaesseNass (h)	BlattnaesseTaunass (h)	BlattnaesseTrocken (h)	Niederschlag (mm)	PotVerdunstung (mm)	Wasserbilanz (mm)	Globalstrahlung (Wh/m²)	UVA (Wh/m²)	UVB (mWh/m²)	PARMean (µmol/m²s)	PARSum (µmol/m²s)	Sonnenschein (h)	
30/06/2020	2.74	16.92	22.60	10.29	57.63	18.28	0.00	0.00	23.96	0.00	3.40	-3.40	5651.18	372.79	1080.25	544.10	78350.30	11.96	
01/07/2020	2.60	19.47	22.81	16.82	70.46	18.60	3.51	0.91	19.55	7.50	2.54	4.96	3438.22	231.34	671.16	334.99	48238.30	10.27	
02/07/2020	1.71	16.77	20.58	13.83	78.25	18.60	10.97	2.42	10.58	4.70	1.64	3.06	3820.30	242.62	692.50	367.53	52924.50	10.58	
03/07/2020	1.74	16.28	22.27	9.10	66.91	17.90	0.00	5.31	18.67	0.00	3.28	-3.28	5454.74	349.60	990.14	512.92	73861.10	13.37	
04/07/2020	2.77	18.80	24.66	12.73	61.19	17.90	0.00	0.17	23.80	0.10	3.41	-3.31	4861.85	313.64	891.21	473.66	68206.30	11.34	
05/07/2020	3.93	21.71	26.08	18.93	63.45	18.70	0.00	0.00	23.97	0.00	3.84	-3.84	5299.58	353.85	1013.48	512.22	73759.10	12.92	
06/07/2020	3.30	15.34	19.08	11.80	59.35	18.60	0.14	0.92	22.90	0.20	0.93	-0.73	4572.36	290.82	806.81	444.59	64020.70	11.37	
07/07/2020	1.34	15.69	22.33	7.78	61.37	17.90	0.00	6.51	17.46	0.00	3.59	-3.59	5530.54	352.02	996.24	536.23	77217.00	12.65	
08/07/2020	0.78	14.65	16.64	11.50	83.93	18.00	14.21	5.19	4.56	8.40	0.80	7.60	2364.39	164.40	537.08	229.54	33054.30	8.58	
09/07/2020	1.57	20.09	26.49	15.80	73.00	18.30	10.60	0.97	12.40	0.30	3.63	-3.33	5166.46	337.20	950.69	503.66	72527.30	11.72	
10/07/2020	2.35	17.11	20.43	13.18	73.88	18.60	2.31	5.79	15.86	1.70	1.90	-0.20	2874.07	192.85	564.84	280.06	40328.90	10.53	
11/07/2020	1.54	15.24	21.42	10.74	64.64	17.90	0.00	5.62	18.35	0.00	3.12	-3.12	6155.86	378.91	1017.94	576.72	83047.20	11.90	
12/07/2020	1.18	15.22	22.85	6.04	63.55	18.10	0.00	7.24	16.72	0.00	3.60	-3.60	7517.02	436.36	1153.20	709.27	102135.00	13.39	
13/07/2020	1.01	17.30	26.63	6.46	58.14	18.70	0.01	7.71	16.24	0.00	5.34	-5.34	7656.86	454.64	1179.50	734.35	105746.00	12.50	
14/07/2020	1.22	16.61	25.55	8.84	67.88	19.10	0.87	10.83	12.26	0.10	5.38	-5.28	5443.80	338.50	919.78	529.58	76258.90	11.12	
15/07/2020	2.19	16.53	20.67	13.37	65.15	19.00	0.00	1.42	22.54	0.10	2.86	-2.76	5103.89	324.85	911.98	494.64	71228.70	11.93	
16/07/2020	1.46	15.21	18.20	12.92	84.55	18.60	9.73	5.34	8.91	2.50	0.46	2.04	1741.14	149.38	460.76	191.71	27606.20	5.99	Wassersäule abgebrochen
17/07/2020	1.86	17.50	23.28	12.94	73.28	18.40	0.00	1.64	22.32	4.10	3.51	0.59	4131.34	359.43	1030.94	477.03	68691.90	10.24	
18/07/2020	0.93	18.83	27.50	9.77	67.27	18.70	0.06	7.87	16.04	0.00	4.55	-4.55	4607.62	387.84	1053.70	543.06	78200.50	11.22	
19/07/2020	1.46	22.51	29.74	16.29	49.30	19.70	0.00	0.00	23.97	0.00	6.89	-6.89	4719.86	379.08	980.29	552.09	79500.40	11.83	
20/07/2020	1.95	17.66	22.51	12.62	66.04	19.70	0.00	0.00	23.97	0.00	2.35	-2.35	2604.10	208.18	585.97	299.93	43190.10	8.89	
21/07/2020	2.07	16.12	22.60	9.82	56.08	19.00	0.00	0.00	23.97	0.00	3.86	-3.86	5773.01	431.84	1188.18	659.44	94959.60	12.64	
22/07/2020	1.68	16.83	23.47	8.85	55.85	19.20	0.00	0.00	23.97	0.00	4.27	-4.27	5935.32	432.32	1171.33	685.78	98752.60	12.57	
23/07/2020	0.86	17.92	26.83	6.45	53.54	19.50	0.00	4.34	19.63	0.00	5.66	-5.66	6009.00	454.09	1187.08	700.90	100929.00	11.70	
24/07/2020	1.86	20.47	26.55	14.62	50.91	20.20	0.00	0.37	23.59	0.00	5.78	-5.78	3796.20	300.94	822.71	437.26	62965.30	9.68	
25/07/2020	1.64	19.90	25.22	11.40	62.09	19.90	0.00	6.28	17.69	0.00	4.47	-4.47	2556.19	220.76	635.55	303.65	43725.90	7.15	
26/07/2020	2.24	19.29	24.89	13.04	64.51	19.80	4.80	5.96	13.20	2.00	3.91	-1.91	4654.90	329.97	900.05	490.85	70682.80	10.50	
27/07/2020	1.86	20.39	30.64	9.53	56.22	19.30	0.42	7.53	16.02	0.00	6.18	-6.18	4343.16	317.70	878.97	460.96	66377.50	11.63	
28/07/2020	2.86	21.21	25.10	16.36	46.45	20.00	0.00	0.00	23.96	0.00	4.58	-4.58	5432.81	379.38	1028.59	580.75	83627.30	11.13	
29/07/2020	1.75	17.44	24.43	9.59	57.39	19.90	0.00	4.87	19.10	0.10	4.64	-4.54	6487.03	434.92	1170.73	698.63	100603.00	12.59	
30/07/2020	1.13	19.11	29.11	7.37	54.08	20.00	0.03	5.93	18.01	0.00	6.44	-6.44	6425.76	437.73	1147.18	694.84	100058.00	12.26	
31/07/2020	1.81	23.86	35.06	10.61	45.50	20.80	0.00	3.67	20.30	0.00	10.14	-10.14	6477.14	438.88	1115.90	697.93	100502.00	12.25	
01/08/2020	1.69	24.06	30.56	18.63	58.85	21.56	5.23	0.22	18.52	3.30	3.61	-0.31	4054.68	261.99	698.56	407.79	58721.60	9.85	
02/08/2020	2.13	20.76	25.66	15.41	58.30	21.40	0.00	0.00	23.97	0.00	4.54	-4.54	5056.37	331.42	916.05	506.28	72903.60	10.70	
03/08/2020	1.54	17.55	23.09	11.08	59.25	20.48	0.14	2.52	21.30	0.00	4.28	-4.28	4168.37	267.22	726.09	423.21	60941.70	7.85	
04/08/2020	2.06	17.41	23.89	10.27	60.21	19.96	0.00	0.00	23.96	0.00	4.35	-4.35	6196.90	380.91	1015.84	620.47	89347.10	11.30	
05/08/2020	1.61	20.48	30.36	8.69	45.72	20.00	0.00	5.91	18.06	0.00	7.64	-7.64	6698.88	425.45	1082.65	695.55	100160.00	12.12	
06/08/2020	1.80	23.11	31.07	14.86	41.15	20.82	0.00	0.00	23.96	0.00	7.77	-7.77	6732.98	414.49	1057.45	677.16	97511.00	12.06	
07/08/2020	1.25	24.49	34.35	13.45	46.32	21.56	0.00	2.81	21.15	0.00	9.72	-9.72	6768.53	415.48	1013.36	678.26	97668.70	11.98	
08/08/2020	1.20	26.27	36.55	15.39	47.83	22.40	0.00	1.26	22.70	0.00	10.46	-10.46	6334.51	385.75	926.53	632.39	91063.40	11.70	
09/08/2020	1.29	25.92	36.05	16.69	50.34	23.03	0.01	0.32	23.64	0.10	11.55	-11.45	4589.33	291.76	734.63	457.07	65817.40	10.82	
10/08/2020	1.51	25.50	33.35	16.81	54.99	23.17	0.00	2.31	21.65	0.00	8.36	-8.36	5319.05	334.46	858.88	532.11	76623.70	10.98	
11/08/2020	2.02	24.43	33.67	17.74	61.60	23.24	3.10	4.19	16.68	3.40	6.28	-2.88	4161.34	262.04	686.23	415.63	59850.00	8.49	
12/08/2020	2.20	22.95	32.86	16.46	74.75	22.85	15.92	0.42	7.63	46.40	6.31	40.09	4926.74	306.07	814.42	492.53	70924.60	7.97	
13/08/2020	1.93	24.23	31.54	18.79	67.43	22.36	2.25	5.72	15.98	0.00	5.60	-5.60	5457.53	338.71	889.23	535.28	77080.60	9.56	
14/08/2020	1.25	22.47	29.61	16.25	67.34	22.24	3.70	2.65	17.61	2.00	4.96	-2.96	4035.58	256.94	671.83	391.23	56337.00	10.50	
15/08/2020	0.81	21.04	28.34	16.81	81.43	22.03	16.27	1.31	6.39	1.60	3.72	-2.12	4031.86	261.10	688.78	401.35	57793.70	8.86	
16/08/2020	1.48	21.41	29.69	16.16	77.28	21.74	12.20	5.21	6.55	1.90	5.76	-3.86	4691.62	290.23	763.11	461.13	66403.30	9.07	
17/08/2020	1.20	20.86	27.42	16.04	71.09	21.44	11.74	2.16	10.08	3.40	4.30	-0.90	4147.99	267.96	715.74	399.27	57495.20	9.67	
18/08/2020	1.20	18.11	24.78	13.69	75.63	20.80	7.68	0.96	15.33	22.50	3.10	19.40	3841.90	246.69	672.39	376.12	54160.80	8.14	
19/08/2020	1.54	19.92	27.62	12.60	69.75	20.06	9.51	2.32	12.13	0.30	5.03	-4.73	5930.45	361.71	948.25	585.33	84287.10	10.82	
20/08/2020	1.75	24.23	30.75	18.85	64.46	20.96	0.11	5.87	17.97	0.70	4.61	-3.91	4877.86	317.45	853.07	471.83	67943.80	9.95	
21/08/2020	2.24	25.40	27.56	22.42	54.14	21.47	0.00	0.00	23.97	0.00	4.56	-4.56	2640.48	168.36	467.91	256.94	36998.80	8.24	
22/08/2020	2.67	21.65	26.15	18.36	53.27	20.85	0.00	0.00	23.97	0.00	4.55	-4.55	5033.86	314.66	850.98	491.51	70777.60	10.51	
23/08/2020	2.59	17.81	21.11	14.50	64.59	20.06	0.00	0.10	23.97	0.00	2.97	-2.97	3909.79	251.26	710.39	379.97	54716.10	10.37	
24/08/2020	2.17	16.80	21.82	13.22	65.90	19.22	0.00	0.01	23.95	0.00	2.81	-2.81	3856.32	249.86	704.68	375.81	54116.40	9.83	
25/08/2020	1.84	17.39	24.55	11.06	67.57	18.59	0.00	8.54	15.42	0.10	2.82	-2.72	2336.70	146.81	423.80	224.68	32354.20	7.93	
26/08/2020	4.75	18.74	20.77	16.67	55.51	18.25	0.00	0.00	23.97	0.00	2.78	-2.78	1833.58	125.94	372.67	178.09	25645.10	6.39	
27/08/2020	1.43	17.50	23.90	10.14	63.51	18.02	0.00	4.05	19.92	0.00	4.03	-4.03	4613.26	281.81	765.11	444.86	64060.40	10.50	
28/08/2020	2.12	17.01	21.20	11.66	68.15	18.26	0.44	5.44	18.09	0.50	2.93	-2.43	3170.06	198.48	556.12	305.43	43982.20	9.08	
29/08/2020	2.41	15.90	22.11	10.49	64.12	17.78	0.00	1.97	22.00	0.00	3.65	-3.65	4695.91	292.52	781.39	456.18	65689.90	9.27	
30/08/2020	1.14	14.09	21.75	6.71	75.16	17.46	0.02	8.93	15.02	0.00	2.28	-2.28	3928.22	241.43	647.35	379.05	54582.60	8.57	
31/08/2020	1.64	15.64	19.20	11.83	79.25	17.64	5.01	8.54	10.42	1.50	1.17	0.33	2356.33	148.48	419.64	227.18	32713.30	7.25	
01/09/2020	1.80	15.16	19.14	12.15	69.65		0.00	0.00	23.96	0.00	1.71	-1.71	3327.12	204.23	564.17	322.96	46506.00	8.50	
02/09/2020	1.03	15.36	22.56	7.74	65.13		0.08	5.95	17.93	0.00	3.20	-3.20	5491.90	309.10	788.61	534.53	76971.60	10.72	
03/09/2020	1.46	14.31	20.04	7.80	76.71		3.39	10.22	10.37	1.60	0.64	0.96	1476.66	100.51	305.81	144.08	20747.50	6.47	
04/09/2020	1.34	19.87	24.11	14.53	74.12		0.08	2.86	21.01	0.10	2.61	-2.51	1984.09	133.03	374.00	194.98	28077.10	6.32	
05/09/2020	1.88	15.69	20.09	9.98	71.86		0.01	6.33	17.62	0.00	1.79	-1.79	3266.50	197.02	541.97	315.14	45380.70	8.81	
06/09/2020	1.01	12.85	19.50	4.81	67.34		0.10	9.01	14.86	0.00	2.38	-2.38	3606.41	212.77	570.96	353.06	50841.20	9.51	
07/09/2020	0.87	13.17	22.26	4.40	68.07		0.17	10.18	13.61	0.00	2.96	-2.96	4988.64	292.50	785.96	489.07	70425.80	10.38	
08/09/2020	1.23	15.44	23.67	6.50	71.38		0.13	11.66	12.18	0.00	3.32	-3.32	4106.93	255.66	713.56	408.37	58804.70	9.96	
09/09/2020	1.41	17.91	25.41	9.91	73.76		0.47	9.63	13.87	0.90	2.91	-2.01	2803.78	186.43	523.57	274.59	39540.70	9.24	
10/09/2020	1.18	15.87	21.82	8.25	69.35		9.15	2.40	12.42	2.60	2.67	-0.07	5227.92	293.09	777.90	507.17	73032.60	10.28	
11/09/2020	0.84	14.20	24.15	4.65	71.54		0.17	12.68	11.12	0.00	3.51	-3.51	4545.43	247.24	639.74	446.66	64319.60	10.14	
12/09/2020	1.37	16.55	23.27	11.01	68.95		0.01	8.64	15.32	0.00	3.06	-3.06	4556.33	247.82	649.65	443.03	63795.60	10.05	
13/09/2020	0.80	16.47	27.52	7.37	70.01		0.01	11.61	12.35	0.00	4.43	-4.43	4738.70	265.66	695.28	462.69	66627.10	10.45	
14/09/2020	1.84	19.70	30.32	10.50	62.64		0.01	9.09	14.86	0.00	5.35	-5.35	4499.47	248.19	639.40	437.95	63064.10	10.25	
15/09/2020	1.27	21.80	33.17	12.84	58.86		0.00	1.37	22.60	0.00	7.95	-7.95	4595.02	258.35	639.00	446.44	64287.50	9.99	
16/09/2020	1.82	21.17	30.73	13.74	61.69		0.00	6.02	17.94	0.00	6.96	-6.96	4050.26	224.64	577.45	394.66	56831.00	9.95	
17/09/2020	1.77	16.35	22.25	7.83	57.95		0.00	0.00	23.96	0.00	3.77	-3.77	4605.31	247.20	674.19	443.51	63865.70	9.95	
18/09/2020	1.74	13.56	23.94	3.44	64.51		0.01	9.07	14.88	0.00	3.64	-3.64	4496.45	238.70	649.25	434.31	62540.80	10.00	
19/09/2020	1.91	16.54	26.08	9.38	50.49		0.00	1.06	22.90	0.00	4.61	-4.61	4509.74	243.61	646.25	438.02	63074.90	9.99	
20/09/2020	1.20	15.30	26.14	6.25	59.05		0.00	6.91	17.06	0.00	5.62	-5.62	4393.94	236.10	619.98	424.18	61081.80	9.90	
21/09/2020	0.98	14.35	26.83	4.18	63.62		0.01	9.67	14.28	0.00	5.36	-5.36	4282.08	232.40	591.65	415.25	59795.60	9.73	
22/09/2020	1.02	15.70	27.05	5.90	62.53		0.00	9.65	14.31	0.00	5.36	-5.36	4229.18	227.63	563.73	410.21	59070.20	9.74	
23/09/2020	1.70	16.89	24.51	8.31	62.06		0.00	5.02	18.94	0.00	3.34	-3.34	3031.56	178.01	462.64	294.75	42444.00	8.98	
24/09/2020	2.84	15.85	19.38	10.01	63.56		5.89	0.36	17.71	1.50	2.59	-1.09	3741.36	203.58	542.60	361.65	52077.00	8.62	
25/09/2020	2.54	11.45	15.87	8.02	73.23		9.05	6.67	8.24	7.50	1.48	6.02	2869.20	166.56	449.05	276.88	39870.90	7.18	
26/09/2020	2.91	9.74	10.49	8.34	85.49		8.40	11.53	4.04	14.00	0.28	13.72	783.35	54.55	155.84	75.95	10936.30	1.47	
27/09/2020	1.78	10.95	13.54	8.62	84.40		3.70	9.48	10.78	16.90	0.83	16.07	1633.86	102.38	289.32	160.09	23053.10	6.62	
28/09/2020	1.26	10.98	14.82	6.47	78.19		0.00	10.07	13.89	0.40	1.23	-0.83	1843.65	113.40	329.52	182.43	26270.40	7.09	
29/09/2020	1.13	11.64	15.47	8.43	89.21		2.27	18.65	3.05	7.00	0.35	6.65	1057.42	64.27	173.27	102.17	14712.00	2.20	
30/09/2020	1.67	14.33	20.36	10.43	85.46		0.12	13.03	10.82	0.20	1.52	-1.32	2651.66	161.83	433.96	262.07	37738.70	7.97	
01/10/2020	2.23	12.59	16.52	10.32	84.40		0.00	10.16	13.81	0.30	0.64	-0.34	1412.85	84.46	261.56	137.65	19822.00	4.46	
02/10/2020	1.91	12.44	17.18	7.03	80.92		0.00	11.92	12.04	0.10	1.19	-1.09	1771.06	109.42	307.91	175.29	25242.00	6.30	
03/10/2020	1.33	12.51	15.85	9.71	81.77		5.33	13.74	4.89	1.70	0.50	1.20	844.00	48.77	122.09	79.63	11466.90	1.60	
04/10/2020	3.16	10.92	14.66	8.91	78.63		6.63	6.18	11.16	2.90	1.18	1.72	3046.18	167.42	444.34	298.49	42982.80	7.56	
05/10/2020	2.97	11.48	15.30	9.07	76.71		4.53	2.91	16.53	0.00	0.94	-0.94	1909.88	111.80	295.45	187.14	26948.20	5.12	
06/10/2020	3.36	12.91	16.76	10.53	73.78		0.41	2.92	20.63	0.40	1.02	-0.62	2202.34	129.42	351.29	216.23	31137.30	7.22	
07/10/2020	3.00	12.57	15.57	9.97	70.32		0.00	0.81	23.16	0.00	1.28	-1.28	1821.29	109.05	307.41	179.95	25912.20	6.28	Sensor wieder ok
